11:31:21/24:8:2020/24.60/56.50/5/5
11:37:07/24:8:2020/24.90/62.00/5/6
11:37:10/24:8:2020/24.90/62.00/5/6
11:37:14/24:8:2020/24.90/62.00/5/6
11:37:18/24:8:2020/24.90/61.90/5/6
11:37:21/24:8:2020/24.90/61.90/5/6
11:37:25/24:8:2020/24.90/61.90/5/5
11:37:29/24:8:2020/24.90/61.90/5/5
11:37:33/24:8:2020/24.90/61.90/5/5
11:37:36/24:8:2020/24.90/61.90/5/5
11:37:40/24:8:2020/24.90/61.90/5/5
11:37:44/24:8:2020/24.90/61.90/5/5
11:37:48/24:8:2020/24.90/61.90/5/5
11:37:51/24:8:2020/24.90/61.90/5/5
11:37:55/24:8:2020/24.90/61.90/4/4
11:37:59/24:8:2020/24.90/61.90/4/4
11:38:02/24:8:2020/24.90/61.90/4/4
11:38:06/24:8:2020/24.90/61.90/4/4
11:38:10/24:8:2020/24.90/61.90/4/4
11:38:14/24:8:2020/24.90/61.90/4/4
11:38:17/24:8:2020/24.90/61.90/4/4
11:38:21/24:8:2020/24.90/61.80/4/4
11:38:25/24:8:2020/24.90/61.90/4/4
11:38:28/24:8:2020/24.90/61.90/4/4
11:38:32/24:8:2020/24.90/61.90/4/4
11:38:36/24:8:2020/25.00/62.00/4/4
11:38:40/24:8:2020/24.90/61.80/4/4
11:38:43/24:8:2020/24.90/61.70/4/4
11:38:47/24:8:2020/25.00/61.60/4/4
11:38:51/24:8:2020/24.90/61.60/4/4
11:38:54/24:8:2020/24.90/61.60/4/4
11:38:58/24:8:2020/24.90/61.60/4/4
11:39:02/24:8:2020/25.00/61.70/4/4
11:39:06/24:8:2020/25.00/61.70/4/4
11:39:09/24:8:2020/24.90/61.70/4/4
11:39:13/24:8:2020/24.90/61.70/4/4
11:39:17/24:8:2020/24.90/61.70/4/4
11:39:21/24:8:2020/25.00/61.80/4/4
11:39:24/24:8:2020/25.00/61.80/4/5
11:39:28/24:8:2020/25.00/61.80/4/5
11:39:32/24:8:2020/25.00/61.80/4/5
11:39:35/24:8:2020/25.00/61.90/4/5
11:39:39/24:8:2020/25.00/61.90/4/5
11:39:43/24:8:2020/25.00/61.90/4/5
11:39:47/24:8:2020/25.00/61.90/4/5
11:39:50/24:8:2020/25.00/61.80/4/5
11:39:54/24:8:2020/25.00/61.80/3/4
11:39:58/24:8:2020/25.00/61.90/3/4
11:40:01/24:8:2020/25.00/61.90/3/4
11:40:05/24:8:2020/24.90/61.80/3/4
11:40:09/24:8:2020/25.00/61.90/3/4
11:40:13/24:8:2020/24.90/61.90/3/4
11:40:16/24:8:2020/25.00/62.00/3/4
11:40:20/24:8:2020/25.00/62.00/3/4
11:40:24/24:8:2020/25.00/62.00/3/4
11:40:27/24:8:2020/25.00/62.00/3/4
11:40:31/24:8:2020/25.00/62.00/3/4
11:40:35/24:8:2020/25.00/62.00/3/4
11:40:39/24:8:2020/25.00/62.10/3/4
11:40:42/24:8:2020/25.00/62.00/3/4
11:40:46/24:8:2020/25.00/62.00/3/4
11:40:50/24:8:2020/25.00/61.80/3/4
11:40:54/24:8:2020/25.00/61.60/3/4
11:40:57/24:8:2020/25.00/61.60/3/4
11:41:01/24:8:2020/25.00/61.70/3/4
11:41:05/24:8:2020/25.00/61.70/3/4
11:41:08/24:8:2020/25.00/61.80/4/5
11:41:12/24:8:2020/25.00/61.90/4/5
11:41:16/24:8:2020/25.00/61.90/4/5
11:41:20/24:8:2020/25.00/61.90/4/5
11:41:23/24:8:2020/25.00/62.00/4/5
11:41:27/24:8:2020/25.00/62.00/3/4
11:41:31/24:8:2020/25.00/62.00/3/4
11:41:34/24:8:2020/25.00/62.00/3/4
11:41:38/24:8:2020/25.00/62.00/4/5
11:41:42/24:8:2020/25.00/62.10/3/4
11:41:46/24:8:2020/25.00/62.10/3/4
11:41:49/24:8:2020/25.00/62.10/3/4
11:41:53/24:8:2020/25.00/62.10/3/4
11:41:57/24:8:2020/25.00/62.10/3/3
11:42:01/24:8:2020/25.00/62.10/3/3
11:42:04/24:8:2020/25.00/62.10/3/3
11:42:08/24:8:2020/25.00/62.10/3/3
11:42:12/24:8:2020/25.00/62.20/4/4
11:42:15/24:8:2020/25.00/62.20/4/4
11:42:19/24:8:2020/25.00/62.20/4/4
11:42:23/24:8:2020/25.00/62.20/3/4
11:42:27/24:8:2020/25.00/62.20/3/4
11:42:30/24:8:2020/25.00/62.20/3/4
11:42:34/24:8:2020/25.00/62.20/3/4
11:42:38/24:8:2020/25.00/62.20/3/4
11:42:41/24:8:2020/25.00/62.20/3/3
11:42:45/24:8:2020/25.00/62.20/3/3
11:42:49/24:8:2020/25.00/62.20/3/3
11:42:53/24:8:2020/25.00/62.20/4/5
11:42:56/24:8:2020/25.00/62.20/4/5
11:43:00/24:8:2020/25.00/62.20/4/5
11:43:04/24:8:2020/25.00/62.20/4/5
11:43:08/24:8:2020/25.00/62.20/4/5
11:43:11/24:8:2020/25.00/62.20/3/3
11:43:15/24:8:2020/25.00/62.30/3/3
11:43:19/24:8:2020/25.00/62.30/3/3
11:43:22/24:8:2020/25.00/62.20/3/3
11:43:26/24:8:2020/25.00/62.20/4/4
11:43:30/24:8:2020/25.00/62.20/4/4
11:43:34/24:8:2020/25.00/62.10/4/4
11:43:37/24:8:2020/25.00/62.10/4/4
11:43:41/24:8:2020/25.00/62.20/4/5
11:43:45/24:8:2020/25.00/62.20/4/5
11:43:48/24:8:2020/25.00/62.20/4/5
11:43:52/24:8:2020/25.00/62.20/3/4
11:43:56/24:8:2020/25.00/62.20/3/4
11:44:00/24:8:2020/25.00/62.20/3/4
11:44:03/24:8:2020/25.00/62.20/3/4
11:44:07/24:8:2020/25.00/62.20/3/4
11:44:11/24:8:2020/25.00/62.20/3/4
11:44:14/24:8:2020/25.00/62.10/3/4
11:44:18/24:8:2020/25.00/62.20/3/4
11:44:22/24:8:2020/25.00/62.20/4/5
11:44:26/24:8:2020/25.00/62.20/4/5
11:44:29/24:8:2020/25.00/62.20/4/5
11:44:33/24:8:2020/25.00/62.20/4/5
11:44:37/24:8:2020/25.00/62.20/4/5
11:44:41/24:8:2020/25.00/62.20/4/5
11:44:44/24:8:2020/25.00/62.20/4/5
11:44:48/24:8:2020/25.00/62.20/5/6
11:44:52/24:8:2020/25.00/62.20/5/6
11:44:55/24:8:2020/25.10/62.30/5/6
11:44:59/24:8:2020/25.00/62.20/5/6
11:45:03/24:8:2020/25.00/62.20/5/6
11:45:07/24:8:2020/25.10/62.30/5/6
11:45:10/24:8:2020/25.00/62.30/5/6
11:45:14/24:8:2020/25.00/62.30/5/6
11:45:18/24:8:2020/25.00/62.30/4/5
11:45:21/24:8:2020/25.00/62.20/4/5
11:45:25/24:8:2020/25.00/62.20/4/5
11:45:29/24:8:2020/25.00/62.30/4/5
11:45:33/24:8:2020/25.00/62.20/4/5
11:45:36/24:8:2020/25.00/62.20/4/5
11:45:40/24:8:2020/25.10/62.30/3/4
11:45:44/24:8:2020/25.00/62.30/3/4
11:45:48/24:8:2020/25.00/62.30/3/4
11:45:51/24:8:2020/25.00/62.30/3/5
11:45:55/24:8:2020/25.00/62.30/4/5
11:45:59/24:8:2020/25.00/62.30/4/5
11:46:02/24:8:2020/25.00/62.30/3/4
11:46:06/24:8:2020/25.10/62.40/4/5
11:46:10/24:8:2020/25.00/62.30/4/5
11:46:14/24:8:2020/25.10/62.40/4/5
11:46:17/24:8:2020/25.00/62.30/4/4
11:46:21/24:8:2020/25.00/62.30/4/4
11:46:25/24:8:2020/25.10/62.40/4/4
11:46:28/24:8:2020/25.00/62.30/4/4
11:46:32/24:8:2020/25.00/62.40/4/4
11:46:36/24:8:2020/25.10/62.40/4/4
11:46:40/24:8:2020/25.00/62.40/4/4
11:46:43/24:8:2020/25.00/62.40/4/4
11:46:47/24:8:2020/25.10/62.50/3/4
11:46:51/24:8:2020/25.00/62.40/3/4
11:46:55/24:8:2020/25.00/62.40/3/4
11:46:58/24:8:2020/25.00/62.40/3/4
11:47:02/24:8:2020/25.00/62.40/3/3
11:47:06/24:8:2020/25.00/62.40/3/3
11:47:09/24:8:2020/25.00/62.50/3/3
11:47:13/24:8:2020/25.10/62.50/3/3
11:47:17/24:8:2020/25.00/62.50/3/3
11:47:21/24:8:2020/25.00/62.50/3/3
11:47:24/24:8:2020/25.10/62.60/4/4
11:47:28/24:8:2020/25.10/62.60/4/4
11:47:32/24:8:2020/25.10/62.60/3/3
11:47:35/24:8:2020/25.00/62.50/3/3
11:47:39/24:8:2020/25.00/62.50/3/3
11:47:43/24:8:2020/25.00/62.50/3/3
11:47:47/24:8:2020/25.00/62.50/3/3
11:47:50/24:8:2020/25.10/62.60/3/4
11:47:54/24:8:2020/25.10/62.60/3/4
11:47:58/24:8:2020/25.00/62.60/3/4
11:48:02/24:8:2020/25.00/62.60/4/4
11:48:05/24:8:2020/25.00/62.60/4/4
11:48:09/24:8:2020/25.00/62.60/4/4
11:48:13/24:8:2020/25.10/62.70/3/3
11:48:16/24:8:2020/25.10/62.70/3/3
11:48:20/24:8:2020/25.10/62.70/3/3
11:48:24/24:8:2020/25.00/62.70/4/5
11:48:28/24:8:2020/25.00/62.70/4/5
11:48:31/24:8:2020/25.10/62.80/4/5
11:48:35/24:8:2020/25.00/62.70/3/4
11:48:39/24:8:2020/25.00/62.70/3/4
11:48:42/24:8:2020/25.00/62.70/3/4
11:48:46/24:8:2020/25.10/62.80/3/4
11:48:50/24:8:2020/25.00/62.70/3/4
11:48:54/24:8:2020/25.10/62.80/3/4
11:48:57/24:8:2020/25.10/62.70/3/4
11:49:01/24:8:2020/25.00/62.50/3/4
11:49:05/24:8:2020/25.10/62.60/3/4
11:49:09/24:8:2020/25.10/62.60/3/4
11:49:12/24:8:2020/25.10/62.70/3/4
11:49:16/24:8:2020/25.10/62.70/3/4
11:49:20/24:8:2020/25.00/62.70/3/4
11:49:23/24:8:2020/25.10/62.80/3/4
11:49:27/24:8:2020/25.10/62.80/3/4
11:49:31/24:8:2020/25.10/62.70/4/4
11:49:35/24:8:2020/25.10/62.70/4/4
11:49:38/24:8:2020/25.10/62.70/4/4
11:49:42/24:8:2020/25.10/62.70/4/4
11:49:46/24:8:2020/25.10/62.70/4/4
11:49:49/24:8:2020/25.10/62.70/4/4
11:49:53/24:8:2020/25.10/62.70/4/4
11:49:57/24:8:2020/25.10/62.70/4/4
11:50:01/24:8:2020/25.10/62.70/4/4
11:50:04/24:8:2020/25.10/62.60/4/5
11:50:08/24:8:2020/25.10/62.40/4/5
11:50:12/24:8:2020/25.10/62.30/4/5
11:50:16/24:8:2020/25.10/62.30/4/5
11:50:19/24:8:2020/25.10/62.30/4/5
11:50:23/24:8:2020/25.10/62.40/4/5
11:50:27/24:8:2020/25.10/62.30/4/5
11:50:30/24:8:2020/25.10/62.30/4/5
11:50:34/24:8:2020/25.10/62.40/4/5
11:50:38/24:8:2020/25.10/62.40/4/5
11:50:42/24:8:2020/25.10/62.40/4/5
11:50:45/24:8:2020/25.10/62.50/4/5
11:50:49/24:8:2020/25.10/62.50/4/5
11:50:53/24:8:2020/25.10/62.60/4/5
11:50:56/24:8:2020/25.10/62.60/4/5
11:51:00/24:8:2020/25.10/62.60/4/5
11:51:04/24:8:2020/25.10/62.60/4/5
11:51:08/24:8:2020/25.10/62.60/4/5
11:51:11/24:8:2020/25.10/62.60/4/5
11:51:15/24:8:2020/25.10/62.60/4/5
11:51:19/24:8:2020/25.10/62.60/4/5
11:51:23/24:8:2020/25.10/62.60/4/5
11:51:26/24:8:2020/25.10/62.70/4/5
11:51:30/24:8:2020/25.10/62.70/4/5
11:51:34/24:8:2020/25.10/62.70/4/5
11:51:37/24:8:2020/25.10/62.70/4/5
11:51:41/24:8:2020/25.10/62.60/4/5
11:51:45/24:8:2020/25.10/62.60/4/5
11:51:49/24:8:2020/25.10/62.70/4/5
11:51:52/24:8:2020/25.10/62.70/4/5
11:51:56/24:8:2020/25.10/62.70/4/5
11:52:00/24:8:2020/25.10/62.70/4/5
11:52:03/24:8:2020/25.10/62.70/4/5
11:52:07/24:8:2020/25.20/62.80/4/5
11:52:11/24:8:2020/25.10/62.70/4/5
11:52:15/24:8:2020/25.10/62.70/4/5
11:52:18/24:8:2020/25.10/62.80/4/5
11:52:22/24:8:2020/25.10/62.80/4/5
11:52:26/24:8:2020/25.20/62.90/4/5
11:52:30/24:8:2020/25.20/62.90/4/5
11:52:33/24:8:2020/25.10/62.80/4/5
11:52:37/24:8:2020/25.20/62.90/3/4
11:52:41/24:8:2020/25.20/62.90/3/4
11:52:44/24:8:2020/25.20/62.90/3/4
11:52:48/24:8:2020/25.20/62.90/3/4
11:52:52/24:8:2020/25.20/62.90/2/3
11:52:56/24:8:2020/25.10/62.90/2/3
11:52:59/24:8:2020/25.10/62.90/2/3
11:53:03/24:8:2020/25.20/62.90/2/3
11:53:07/24:8:2020/25.20/62.90/2/3
11:53:10/24:8:2020/25.20/63.00/2/3
11:53:14/24:8:2020/25.20/63.00/2/3
11:53:18/24:8:2020/25.20/63.00/2/3
11:53:22/24:8:2020/25.20/63.00/3/3
11:53:25/24:8:2020/25.20/63.00/3/3
11:53:29/24:8:2020/25.20/63.00/3/3
11:53:33/24:8:2020/25.20/63.00/3/3
11:53:37/24:8:2020/25.20/63.00/3/4
11:53:40/24:8:2020/25.20/63.00/3/4
11:53:44/24:8:2020/25.20/63.00/3/4
11:53:48/24:8:2020/25.10/62.90/3/4
11:53:51/24:8:2020/25.20/63.00/4/5
11:53:55/24:8:2020/25.20/63.00/4/5
11:53:59/24:8:2020/25.20/63.00/4/5
11:54:03/24:8:2020/25.20/63.00/4/5
11:54:06/24:8:2020/25.20/63.00/4/6
11:54:10/24:8:2020/25.20/63.00/4/6
11:54:14/24:8:2020/25.20/63.00/4/6
11:54:17/24:8:2020/25.20/63.00/4/6
11:54:21/24:8:2020/25.20/63.00/4/6
11:54:25/24:8:2020/25.20/63.00/4/6
11:54:29/24:8:2020/25.20/63.00/4/6
11:54:32/24:8:2020/25.20/63.00/4/6
11:54:36/24:8:2020/25.20/63.00/4/6
11:54:40/24:8:2020/25.20/63.00/4/6
11:54:44/24:8:2020/25.20/63.00/4/6
11:54:47/24:8:2020/25.20/63.00/4/6
11:54:51/24:8:2020/25.20/62.90/4/6
11:54:55/24:8:2020/25.20/62.90/4/6
11:54:58/24:8:2020/25.20/62.90/4/6
11:55:02/24:8:2020/25.20/62.90/4/6
11:55:06/24:8:2020/25.20/62.90/4/6
11:55:10/24:8:2020/25.20/62.90/4/6
11:55:13/24:8:2020/25.20/62.90/4/6
11:55:17/24:8:2020/25.20/62.90/4/6
11:55:21/24:8:2020/25.20/62.90/4/6
11:55:24/24:8:2020/25.20/62.90/4/6
11:55:28/24:8:2020/25.20/62.90/4/6
11:55:32/24:8:2020/25.20/62.90/4/6
11:55:36/24:8:2020/25.20/62.90/4/6
11:55:39/24:8:2020/25.20/62.90/4/6
11:55:43/24:8:2020/25.20/63.00/4/6
11:55:47/24:8:2020/25.20/62.90/4/6
11:55:50/24:8:2020/25.20/62.90/4/6
11:55:54/24:8:2020/25.20/62.90/4/4
11:55:58/24:8:2020/25.20/62.90/4/4
11:56:02/24:8:2020/25.20/62.90/4/4
11:56:05/24:8:2020/25.20/62.90/4/4
11:56:09/24:8:2020/25.20/63.00/4/4
11:56:13/24:8:2020/25.20/63.00/4/4
11:56:17/24:8:2020/25.20/63.00/4/4
11:56:20/24:8:2020/25.20/63.00/4/4
11:56:24/24:8:2020/25.20/63.00/4/4
11:56:28/24:8:2020/25.20/63.00/4/4
11:56:31/24:8:2020/25.20/63.00/4/4
11:56:35/24:8:2020/25.20/63.00/4/4
11:56:39/24:8:2020/25.20/63.00/4/4
11:56:43/24:8:2020/25.20/62.90/4/4
11:56:46/24:8:2020/25.20/62.90/4/4
11:56:50/24:8:2020/25.20/62.90/4/4
11:56:54/24:8:2020/25.20/62.90/4/4
11:56:57/24:8:2020/25.20/62.90/4/4
11:57:01/24:8:2020/25.20/63.00/4/4
11:57:05/24:8:2020/25.20/63.00/4/4
11:57:09/24:8:2020/25.20/63.00/4/4
11:57:12/24:8:2020/25.20/63.00/4/4
11:57:16/24:8:2020/25.20/63.00/4/4
11:57:20/24:8:2020/25.20/63.00/4/4
11:57:23/24:8:2020/25.20/63.00/4/4
11:57:27/24:8:2020/25.20/63.00/4/4
11:57:31/24:8:2020/25.20/62.80/4/4
11:57:35/24:8:2020/25.20/62.70/4/4
11:57:38/24:8:2020/25.20/62.70/4/4
11:57:42/24:8:2020/25.20/62.80/3/4
11:57:46/24:8:2020/25.20/62.80/3/4
11:57:50/24:8:2020/25.20/62.90/3/4
11:57:53/24:8:2020/25.20/62.90/3/4
11:57:57/24:8:2020/25.20/62.90/4/5
11:58:01/24:8:2020/25.20/62.90/4/5
11:58:04/24:8:2020/25.20/62.90/4/5
11:58:08/24:8:2020/25.20/62.90/4/5
11:58:12/24:8:2020/25.20/62.90/4/6
11:58:16/24:8:2020/25.20/62.90/4/6
11:58:19/24:8:2020/25.20/62.90/4/6
11:58:23/24:8:2020/25.30/63.00/4/6
11:58:27/24:8:2020/25.20/63.00/4/5
11:58:30/24:8:2020/25.30/63.00/4/5
11:58:34/24:8:2020/25.20/63.00/4/5
11:58:38/24:8:2020/25.20/63.00/4/5
11:58:42/24:8:2020/25.30/63.10/4/5
11:58:45/24:8:2020/25.30/63.10/4/5
11:58:49/24:8:2020/25.30/63.10/4/5
11:58:53/24:8:2020/25.20/63.00/4/5
11:58:57/24:8:2020/25.30/63.10/4/5
11:59:00/24:8:2020/25.30/63.10/4/5
11:59:04/24:8:2020/25.20/63.10/4/5
11:59:08/24:8:2020/25.30/63.10/4/5
11:59:11/24:8:2020/25.30/63.10/4/5
11:59:15/24:8:2020/25.20/63.10/4/5
11:59:19/24:8:2020/25.30/63.10/4/5
11:59:23/24:8:2020/25.30/63.20/4/5
11:59:26/24:8:2020/25.30/63.20/3/4
11:59:30/24:8:2020/25.30/63.20/3/4
11:59:34/24:8:2020/25.30/63.20/3/4
11:59:37/24:8:2020/25.30/63.20/3/4
11:59:41/24:8:2020/25.30/63.20/3/3
11:59:45/24:8:2020/25.30/63.20/3/3
11:59:49/24:8:2020/25.30/63.20/3/3
11:59:52/24:8:2020/25.30/63.20/3/3
11:59:56/24:8:2020/25.30/63.20/3/3
12:00:00/24:8:2020/25.30/63.20/3/3
12:00:04/24:8:2020/25.30/63.30/3/3
12:00:07/24:8:2020/25.30/63.30/3/3
12:00:11/24:8:2020/25.30/63.30/2/2
12:00:15/24:8:2020/25.30/63.30/2/2
12:00:18/24:8:2020/25.30/63.30/2/2
12:00:22/24:8:2020/25.30/63.20/2/2
12:00:26/24:8:2020/25.30/63.20/2/3
12:00:30/24:8:2020/25.30/63.10/2/3
12:00:33/24:8:2020/25.30/63.10/2/3
12:00:37/24:8:2020/25.30/63.10/2/3
12:00:41/24:8:2020/25.30/63.20/2/3
12:00:44/24:8:2020/25.30/63.20/2/3
12:00:48/24:8:2020/25.30/63.20/2/3
12:00:52/24:8:2020/25.30/63.20/2/3
12:00:56/24:8:2020/25.30/63.30/4/4
12:00:59/24:8:2020/25.30/63.30/4/4
12:01:03/24:8:2020/25.30/63.30/4/4
12:01:07/24:8:2020/25.30/63.30/4/4
12:01:11/24:8:2020/25.30/63.30/3/4
12:01:14/24:8:2020/25.30/63.20/3/4
12:01:18/24:8:2020/25.30/63.20/3/4
12:01:22/24:8:2020/25.30/63.20/3/4
12:01:25/24:8:2020/25.30/63.20/4/4
12:01:29/24:8:2020/25.30/63.20/4/4
12:01:33/24:8:2020/25.30/63.20/4/4
12:01:37/24:8:2020/25.30/63.20/4/4
12:01:40/24:8:2020/25.30/63.20/4/4
12:01:44/24:8:2020/25.30/63.20/4/4
12:01:48/24:8:2020/25.30/63.20/4/4
12:01:51/24:8:2020/25.30/63.30/4/4
12:01:55/24:8:2020/25.30/63.20/3/4
12:01:59/24:8:2020/25.30/63.20/3/4
12:02:03/24:8:2020/25.30/63.20/3/4
12:02:06/24:8:2020/25.30/63.20/3/4
12:02:10/24:8:2020/25.30/63.20/3/3
12:02:14/24:8:2020/25.30/63.30/3/3
12:02:18/24:8:2020/25.30/63.30/3/3
12:02:21/24:8:2020/25.30/63.30/3/3
12:02:25/24:8:2020/25.30/63.30/3/3
12:02:29/24:8:2020/25.30/63.30/3/3
12:02:32/24:8:2020/25.30/63.20/3/3
12:02:36/24:8:2020/25.30/63.20/3/3
12:02:40/24:8:2020/25.30/63.20/3/3
12:02:44/24:8:2020/25.40/63.30/3/3
12:02:47/24:8:2020/25.30/63.20/3/3
12:02:51/24:8:2020/25.30/63.20/3/3
12:02:55/24:8:2020/25.40/63.30/3/3
12:02:58/24:8:2020/25.40/63.30/3/3
12:03:02/24:8:2020/25.40/63.30/3/3
12:03:06/24:8:2020/25.40/63.30/3/3
12:03:10/24:8:2020/25.40/63.40/3/3
12:03:13/24:8:2020/25.40/63.40/3/3
12:03:17/24:8:2020/25.40/63.40/3/3
12:03:21/24:8:2020/25.40/63.40/3/3
12:03:24/24:8:2020/25.40/63.40/3/3
12:03:28/24:8:2020/25.40/63.40/3/3
12:03:32/24:8:2020/25.40/63.40/3/3
12:03:36/24:8:2020/25.40/63.40/3/3
12:03:39/24:8:2020/25.30/63.30/3/3
12:03:43/24:8:2020/25.40/63.40/3/3
12:03:47/24:8:2020/25.40/63.40/3/3
12:03:51/24:8:2020/25.40/63.40/3/3
12:03:54/24:8:2020/25.40/63.40/3/3
12:03:58/24:8:2020/25.40/63.40/3/3
12:04:02/24:8:2020/25.40/63.40/3/3
12:04:05/24:8:2020/25.40/63.40/3/3
12:04:09/24:8:2020/25.40/63.40/3/3
12:04:13/24:8:2020/25.40/63.40/3/3
12:04:17/24:8:2020/25.40/63.40/3/3
12:04:20/24:8:2020/25.40/63.40/3/3
12:04:24/24:8:2020/25.40/63.20/3/3
12:04:28/24:8:2020/25.40/63.10/3/3
12:04:31/24:8:2020/25.40/63.10/3/3
12:04:35/24:8:2020/25.40/63.10/3/3
12:04:39/24:8:2020/25.40/63.10/3/4
12:04:43/24:8:2020/25.40/63.20/3/4
12:04:46/24:8:2020/25.40/63.20/3/4
12:04:50/24:8:2020/25.40/63.20/3/4
12:04:54/24:8:2020/25.40/63.20/4/4
12:04:58/24:8:2020/25.40/63.20/4/4
12:05:01/24:8:2020/25.40/63.20/4/4
12:05:05/24:8:2020/25.40/63.20/4/4
12:05:09/24:8:2020/25.40/63.20/4/4
12:05:12/24:8:2020/25.40/63.20/4/4
12:05:16/24:8:2020/25.40/63.20/4/4
12:05:20/24:8:2020/25.40/63.20/4/4
12:05:24/24:8:2020/25.40/63.20/4/4
12:05:27/24:8:2020/25.40/63.10/4/4
12:05:31/24:8:2020/25.50/63.10/4/4
12:05:35/24:8:2020/25.40/63.10/4/4
12:05:38/24:8:2020/25.40/63.10/3/3
12:05:42/24:8:2020/25.40/63.10/3/3
12:05:46/24:8:2020/25.40/63.10/3/4
12:05:50/24:8:2020/25.40/63.10/3/4
12:05:53/24:8:2020/25.40/63.10/3/4
12:05:57/24:8:2020/25.40/63.10/3/4
